,Name,Year,Global_Sales
7487,LEGO Ninjago: Shadow of Ronin,2015.0,0.21
7488,Bugs Bunny & Taz: Time Busters,2000.0,0.21
7489,Need for Speed Carbon: Own the City,2006.0,0.21
7490,Dragon Ball Z: Sagas,2005.0,0.21
7491,Kung Fu Rider,2010.0,0.21
7492,Jikkyou Powerful Pro Yakyuu 2012,2012.0,0.21
7493,X2: Wolverine's Revenge,2003.0,0.21
7494,Power Rangers: Wild Force,2002.0,0.21
7495,The Wolf Among Us,2014.0,0.21
7496,Thrillville,2006.0,0.2
7497,Battle of Giants: Dinosaurs Strike,2010.0,0.2
7498,Attack on Titan (KOEI),2016.0,0.2
7499,The King of Fighters '95,1995.0,0.2
7500,Discovery Kids: Pony Paradise,2009.0,0.2
7501,Mary-Kate and Ashley: Girls Night Out,2002.0,0.2
7502,Cabela's North American Adventures,2010.0,0.2
7503,Enchanted Arms,2007.0,0.2
7504,Beyblade G-Revolution,2004.0,0.2
7505,WWE All Stars,2011.0,0.2
7506,Trade & Battle: Card Hero,2000.0,0.2
7507,World Championship Cards,2008.0,0.2
7508,You Don't Know Jack,2011.0,0.2
7509,Chronicles of Mystery: Curse of the Ancient Temple,2009.0,0.2
7510,NBA Live 15,2014.0,0.2
7511,Capcom Fighting Evolution,2004.0,0.2
7512,Frogger 3D,2011.0,0.2
7513,SD Gundam GNext,1995.0,0.2
7514,Backyard NFL Football 2006,2005.0,0.2
7515,NASCAR Heat 2002,2001.0,0.2
7516,Planet 51,2009.0,0.2
7517,Sloane to MacHale no Nazo no Monogatari,2009.0,0.2
7518,DarkStar One: Broken Alliance,2010.0,0.2
7519,My Fitness Coach 2: Exercise and Nutrition,2009.0,0.2
7520,Sengoku Basara 2 Heroes,2007.0,0.2
7521,Buzz! The Schools Quiz,2008.0,0.2
7522,Two Worlds II,2011.0,0.2
7523,Suikoden Tactics,2005.0,0.2
7524,NCAA March Madness 06,2005.0,0.2
7525,Major League Baseball 2K11,2011.0,0.2
7526,Mobile Suit Gundam: Crossfire,2006.0,0.2
7527,Phantasy Star Online,2000.0,0.2
7528,Crazy Taxi 3: High Roller,2002.0,0.2
7529,Dark Messiah of Might and Magic Elements,2008.0,0.2
7530,Just Dance 2: Extra Songs,2011.0,0.2
7531,Midnight Club 3: DUB Edition Remix,2006.0,0.2
7532,International Superstar Soccer 2000,2000.0,0.2
7533,"Warhammer 40,000: Space Marine",2011.0,0.2
7534,CandyLand / Chutes & Ladders / Memory,2005.0,0.2
7535,The Bible Game,2005.0,0.2
7536,Drift King Shutokou Battle '94,1994.0,0.2
7537,Shining Blade,2012.0,0.2
7538,Fairy Fencer F,2013.0,0.2
7539,Atelier Shallie: Alchemists of the Dusk Sea,2014.0,0.2
7540,The Ultimate Red Ball Challenge,2009.0,0.2
7541,PBR: Out of the Chute,2008.0,0.2
7542,The King of Fighters Collection: The Orochi Saga,2006.0,0.2
7543,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,2003.0,0.2
7544,Arcana Heart 3,2011.0,0.2
7545,Tekken 3D: Prime Edition,2012.0,0.2
7546,Deal or No Deal: The Banker is Back!,2008.0,0.2
7547,Jillian Michaels' Fitness Adventure,2011.0,0.2
7548,MLB 10: The Show,2010.0,0.2
7549,State of Decay,2015.0,0.2
7550,Ashes Cricket 2009,2009.0,0.2
7551,Saturday Night Speedway,2004.0,0.2
7552,Bratz: Rock Angelz,2005.0,0.2
7553,Langrisser III,1996.0,0.2
7554,Samurai Spirits (CD),1994.0,0.2
7555,MLB SlugFest 20-03,2002.0,0.2
7556,Dragon Ball: Revenge of King Piccolo,2009.0,0.2
7557,Spectrobes: Origins,2009.0,0.2
7558,Earth Defense Force: Insect Armageddon,2011.0,0.2
7559,Pitfall: The Lost Expedition,2004.0,0.2
7560,Marvel: Ultimate Alliance 2,2009.0,0.2
7561,From TV Animation One Piece: Grand Battle! 3,2003.0,0.2
7562,Assassin's Creed Syndicate,2015.0,0.2
7563,Rocket Power: Zero Gravity Zone,2003.0,0.2
7564,Le Mans 24 Hours,2001.0,0.2
7565,XCOM 2,2016.0,0.2
7566,International Cricket 2010,2010.0,0.2
7567,ESPN MLB Baseball,2004.0,0.2
7568,Neighborhood Games,2009.0,0.2
7569,All Star Pro-Wrestling,2000.0,0.2
7570,Way of the Samurai 4,2011.0,0.2
7571,Clive Barker's Jericho,2007.0,0.2
7572,Harvest Moon: More Friends of Mineral Town,2003.0,0.2
7573,Captain America: Super Soldier,2011.0,0.2
7574,MLB 12: The Show,2012.0,0.2
7575,The Fairly Odd Parents: Shadow Showdown,2004.0,0.2
7576,NHL 17,2016.0,0.2
7577,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,1996.0,0.2
7578,Camping Mama: Outdoor Adventures,2011.0,0.2
7579,Kurohyou 2: Ryu ga Gotoku Ashura Hen,2012.0,0.2
7580,NBA 2K2,2002.0,0.2
7581,X2: Wolverine's Revenge,2003.0,0.2
7582,7th Dragon 2020,2011.0,0.2
7583,Cars,2006.0,0.2
7584,Taiko no Tatsujin: Waku Waku Anime Matsuri,2003.0,0.2
7585,Imagine: Babyz Fashion,2009.0,0.2
7586,Spy Hunter,2002.0,0.2
7587,Warriors Orochi,2008.0,0.2
7588,Dead to Rights II,2005.0,0.2
7589,Super Dodge Ball Advance,2001.0,0.2
7590,Ogre Battle Saga Episode Five: The March of the Black Queen,1996.0,0.2
7591,Ridge Racer 6,2005.0,0.2
7592,Angry Birds Star Wars,2013.0,0.2
7593,"Ni Hao, Kai-lan: New Year's Celebration",2009.0,0.2
7594,Press Your Luck 2010 Edition,2009.0,0.2
7595,Treasure World,2009.0,0.2
7596,Front Mission Evolved,2010.0,0.2
7597,Body and Brain Connection,2010.0,0.2
7598,MDK,1997.0,0.2
7599,Monster Jam,2007.0,0.2
7600,Afro Samurai,2009.0,0.2
7601,Rock Band Track Pack: Classic Rock,2009.0,0.2
7602,Zone of the Enders HD Collection,2012.0,0.2
7603,Ty the Tasmanian Tiger 2: Bush Rescue,2004.0,0.2
7604,Speed Punks,1998.0,0.2
7605,The Legend of Heroes VII: The Trail of Blue,2011.0,0.2
7606,No More Heroes: Heroes' Paradise,2010.0,0.2
7607,Mahjongg Mysteries: Ancient Egypt,2010.0,0.2
7608,Saints Row IV,2015.0,0.2
7609,Injustice: Gods Among Us,2013.0,0.2
7610,MVP Baseball 2003,2003.0,0.2
7611,CSI: Unsolved!,2010.0,0.2
7612,Star Wars: Battlefront,2004.0,0.2
7613,NCAA Final Four 2004,2003.0,0.2
7614,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005.0,0.2
7615,Tigger's Honey Hunt,2000.0,0.2
7616,Famista 64,,0.2
7617,Roadsters 99,1999.0,0.2
7618,Magical Tetris Challenge,1997.0,0.2
7619,Twisted Edge Extreme Snowboarding,1998.0,0.2
7620,Disney's Tarzan,2000.0,0.2
7621,South Park Rally,2000.0,0.2
7622,Body Harvest,1998.0,0.2
7623,San Francisco Rush 2049,2000.0,0.2
7624,Super Robot Taisen 64,1999.0,0.2
7625,Snowboard Kids,1996.0,0.2
7626,NBA 07,2006.0,0.2
7627,IHRA Drag Racing 2004,2003.0,0.2
7628,Shining Hearts,2010.0,0.2
7629,Magical ZhuZhu Princess: Carriages & Castles,2011.0,0.2
7630,Code of Princess,2012.0,0.2
7631,Tomb Raider: Underworld,2008.0,0.2
7632,The Con,2005.0,0.2
7633,Tony Hawk's Pro Skater 5,2015.0,0.2
7634,Jissen Pachi-Slot Hisshouhou! Aladdin A,2002.0,0.2
7635,Namco Museum: 50th Anniversary,2005.0,0.2
7636,Ford Racing Off Road,2008.0,0.2
7637,The Witch and the Hundred Knight,2013.0,0.2
7638,Nobunaga no Yabou: Reppuuden,1999.0,0.2
7639,Hot Wheels: Track Attack,2010.0,0.2
7640,Schlag den Raab,2010.0,0.2
7641,UFC Personal Trainer: The Ultimate Fitness System,2011.0,0.2
7642,Total War: Shogun 2 - Fall of the Samurai,2012.0,0.2
7643,The BIGS 2,2009.0,0.2
7644,Mat Hoffman's Pro BMX 2,2002.0,0.2
7645,Treasure Hunter G,1996.0,0.2
7646,Untold Legends: Dark Kingdom,2006.0,0.2
7647,From Russia With Love,2005.0,0.2
7648,Wing Arms,1994.0,0.2
7649,Dead Space 3,,0.2
7650,Pro Yaky? Spirits 2013,2013.0,0.2
7651,We Wish You A Merry Christmas,2009.0,0.2
7652,BioShock The Collection,2016.0,0.2
7653,DanceDanceRevolution,2010.0,0.2
7654,Cabela's Big Game Hunter (2008),2007.0,0.2
7655,Grandia II,2000.0,0.2
7656,Namco Museum Vol.4,1996.0,0.2
7657,The Cheetah Girls: Passport to Stardom,2008.0,0.2
7658,UFC Personal Trainer: The Ultimate Fitness System,2011.0,0.2
7659,How to Train Your Dragon 2,2014.0,0.2
7660,Shark Tale,2004.0,0.2
7661,NFL Street 2,2004.0,0.2
7662,Pro Yaky? Spirits 2013,2013.0,0.2
7663,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005.0,0.2
7664,My Secret World by Imagine,2008.0,0.2
7665,Soldier of Fortune: Payback,2007.0,0.2
7666,Ridge Racer,2011.0,0.2
7667,Bleach: The 3rd Phantom,2008.0,0.2
7668,Gladius,2003.0,0.2
7669,Family Feud: 2012 Edition,2011.0,0.2
7670,Dave Mirra Freestyle BMX 2,2001.0,0.2
7671,Spore Hero Arena,2009.0,0.2
7672,Pro Yaky? Spirits 2012,2012.0,0.2
7673,Puzzle & Dragons X: God Chapter / Dragon Chapter,2016.0,0.2
7674,SpongeBob SquarePants: Revenge of the Flying Dutchman,2002.0,0.2
7675,Record of Agarest War,2008.0,0.2
7676,Baja: Edge of Control,2008.0,0.2
7677,Sid Meier's Pirates!,2007.0,0.2
7678,Taiko no Tatsujin: Go! Go! Godaime,2004.0,0.2
7679,Taiko Drum Master,2004.0,0.2
7680,High School Musical 3: Senior Year DANCE!,2008.0,0.2
7681,Harry Potter and the Goblet of Fire,2005.0,0.2
7682,Bust-A-Move 2 Arcade Edition,1995.0,0.2
7683,South Park: The Stick of Truth,2014.0,0.2
7684,Tom Clancy's Splinter Cell: Essentials,2006.0,0.2
7685,Tetris Worlds (Online Edition),2003.0,0.2
7686,Armored Core 4,2006.0,0.2
7687,Sleeping Dogs,2014.0,0.2
7688,Forgotten Realms: Demon Stone,2004.0,0.2
7689,Super Baseball Simulator 1.000,1991.0,0.2
7690,Barbie Horse Adventures: Riding Camp,2008.0,0.2
7691,Resident Evil: Revelations,2013.0,0.2
7692,Go Play: Lumberjacks,2009.0,0.2
7693,Looney Tunes: Space Race,2002.0,0.2
7694,Puzzle Challenge: Crosswords and More!,2006.0,0.2
7695,NASCAR Unleashed,2011.0,0.2
7696,Backyard Hockey,2003.0,0.2
7697,Playboy: The Mansion,2005.0,0.2
7698,Jikkyou Powerful Pro Yakyuu 2010,2010.0,0.2
7699,Shiren the Wanderer,2008.0,0.2
7700,Ore no Shikabane o Koete Yuke,2011.0,0.2
7701,Shaman King: Spirit of Shamans,2002.0,0.2
7702,Tiger Woods PGA Tour 06,2005.0,0.2
7703,Conan,2007.0,0.2
7704,Ratatouille,2007.0,0.2
7705,The Fairly Odd Parents: Enter the Cleft,2002.0,0.2
7706,Warriors Orochi,2007.0,0.2
7707,MC Groovz Dance Craze,2004.0,0.2
7708,The Thing,2002.0,0.2
7709,Tom and Jerry in House Trap,2000.0,0.2
7710,Power Rangers: Time Force,2001.0,0.2
7711,101-in-1 Explosive Megamix,2008.0,0.2
7712,X-Men Origins: Wolverine,2009.0,0.2
7713,Jikkyou Powerful Pro Yakyuu 2011,2011.0,0.2
7714,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,2006.0,0.2
7715,Baldur's Gate: Dark Alliance,2002.0,0.2
7716,Family Guy,2006.0,0.2
7717,Prince of Persia: Warrior Within,2004.0,0.2
7718,UFC: Tapout,2002.0,0.2
7719,Aikatsu! Cinderella Lesson,2012.0,0.2
7720,Marvel Super Hero Squad: Comic Combat,2011.0,0.2
7721,Test Drive Unlimited 2,,0.2
7722,Mega Man Legacy Collection,2016.0,0.2
7723,Predator: Concrete Jungle,2005.0,0.2
7724,Beyblade: Metal Fusion - Battle Fortress,2009.0,0.2
7725,WipeOut 3 The Game,2012.0,0.2
7726,Big Mutha Truckers 2,2005.0,0.2
7727,Shutter Island,2009.0,0.2
7728,The Naked Brothers Band: The Video Game,2008.0,0.2
7729,Demon Gaze,2013.0,0.2
7730,Zombie Army Trilogy,2015.0,0.2
7731,NHL FaceOff 2001,2001.0,0.2
7732,Mana Khemia 2: Fall of Alchemy,2008.0,0.2
7733,The Great Escape,2003.0,0.2
7734,Dexter's Lab Chess Challenge,2002.0,0.2
7735,Nostalgia,2008.0,0.19
7736,DiRT Showdown,2012.0,0.19
7737,Iron Chef America: Supreme Cuisine,2008.0,0.19
7738,Arcade Shooting Gallery,2008.0,0.19
7739,The Rise of the Argonauts,2008.0,0.19
7740,Big Mutha Truckers,2002.0,0.19
7741,ESA Foundation Compilation,2005.0,0.19
7742,The Hobbit,2003.0,0.19
7743,The King of Fighters XI,2006.0,0.19
7744,Ninja Gaiden 3,2012.0,0.19
7745,Metro: Last Light,2013.0,0.19
7746,Dragon Ball Z: Idainaru Dragon Ball Densetsu,1996.0,0.19
7747,Silent Hill HD Collection,2012.0,0.19
7748,Bound By Flame,2014.0,0.19
7749,Conflict: Denied Ops,2008.0,0.19
7750,Saw II: Flesh & Blood,2010.0,0.19
7751,Ice Age: Dawn of the Dinosaurs,2009.0,0.19
7752,Sniper Elite,2005.0,0.19
7753,Arc Rise Fantasia,2009.0,0.19
7754,"Ni Hao, Kai-lan: Super Game Day",2009.0,0.19
7755,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,2005.0,0.19
7756,Dynasty Warriors: Gundam 2,2008.0,0.19
7757,Petz Pony: Beauty Pageant,2009.0,0.19
7758,Parlor! Mini 4,1996.0,0.19
7759,Breath of Fire II,2001.0,0.19
7760,The Spiderwick Chronicles,2008.0,0.19
7761,Danganronpa 2: Goodbye Despair,2012.0,0.19
7762,Aliens vs Predator,2010.0,0.19
7763,Ice Age 2: The Meltdown,2006.0,0.19
7764,Steins;Gate,2011.0,0.19
7765,Enchanted Arms,2006.0,0.19
7766,Dinotopia: The Timestone Pirates,2002.0,0.19
7767,Power Pro Kun Pocket 12,2009.0,0.19
7768,J-League Jikkyou Winning Eleven 3,1997.0,0.19
7769,The Sims 4: Get Together,2015.0,0.19
7770,Jissen Pachi-Slot Hisshouhou,1993.0,0.19
7771,Pac-Man & Galaga Dimensions,2011.0,0.19
7772,Quantum Theory,2010.0,0.19
7773,Manhunt,2004.0,0.19
7774,NCAA Final Four 2003,2002.0,0.19
7775,Air Conflicts: Secret Wars,2011.0,0.19
7776,Rio,2011.0,0.19
7777,Dream Salon,2009.0,0.19
7778,Scene It? Twilight,2010.0,0.19
7779,Disgaea DS,2008.0,0.19
7780,Peter Jackson's King Kong: The Official Game of the Movie,2005.0,0.19
7781,Space Invaders Extreme 2,2009.0,0.19
7782,X-Men Origins: Wolverine,2009.0,0.19
7783,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,2015.0,0.19
7784,Mystery Tales of Time Travel,2010.0,0.19
7785,J-League Excite Stage '96,1996.0,0.19
7786,Risen,2009.0,0.19
7787,Hidden Mysteries: Vampire Secrets,2010.0,0.19
7788,New Love Plus,2012.0,0.19
7789,Final Fantasy XI,2006.0,0.19
7790,Breath of Fire: Dragon Quarter,2002.0,0.19
7791,Jikkyou J-League Perfect Striker,1996.0,0.19
7792,Dante's Inferno,2010.0,0.19
7793,Shrek: Forever After,2010.0,0.19
7794,Rock Band Country Track Pack,2009.0,0.19
7795,Super Robot Taisen: Scramble Commander,2003.0,0.19
7796,Re-Volt,1998.0,0.19
7797,Conception II: Children of the Seven Stars,2013.0,0.19
7798,Descent,1996.0,0.19
7799,Supreme Commander 2,2010.0,0.19
7800,DanceMasters,2010.0,0.19
7801,50 Cent: Blood on the Sand,2009.0,0.19
7802,Disney's Magical Mirror Starring Mickey Mouse,2002.0,0.19
7803,Need for Speed: The Run,2011.0,0.19
7804,Jeep Thrills,2008.0,0.19
7805,Conflict: Denied Ops,2008.0,0.19
7806,FaceBreaker,2008.0,0.19
7807,Major League Baseball 2K12,2012.0,0.19
7808,Might & Magic: Clash of Heroes,2009.0,0.19
7809,Avatar: The Last Airbender - Into the Inferno,2008.0,0.19
7810,IHRA Professional Drag Racing 2005,2004.0,0.19
7811,Mace Griffin: Bounty Hunter,2003.0,0.19
7812,Legacy of Kain: Defiance,2003.0,0.19
7813,Story of Seasons: Good Friends of the Three Villages,2016.0,0.19
7814,Chaotic: Shadow Warriors,2009.0,0.19
7815,Majin and the Forsaken Kingdom,2010.0,0.19
7816,Trivial Pursuit unhinged,2004.0,0.19
7817,Tales of the World: Narikiri Dungeon 2,2002.0,0.19
7818,Spider-Man: Shattered Dimensions,2010.0,0.19
7819,Aliens versus Predator: Extinction,2003.0,0.19
7820,Plants vs. Zombies,2011.0,0.19
7821,NBA Live 14,2013.0,0.19
7822,Silent Scope 2: Dark Silhouette,2001.0,0.19
7823,Dave Mirra Freestyle BMX 2,2001.0,0.19
7824,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,1996.0,0.19
7825,Tokimeki Memorial Girl's Side 3rd Story,2010.0,0.19
7826,NHL Hitz Pro,2003.0,0.19
7827,Tom Clancy's Splinter Cell: Blacklist,2013.0,0.19
7828,Allied General,1996.0,0.19
7829,Fire ProWrestling G,1999.0,0.19
7830,Kamen Rider: Battride War,2013.0,0.19
7831,Binary Domain,2012.0,0.19
7832,IL-2 Sturmovik: Birds of Prey,2009.0,0.19
7833,Farming Simulator 2015,2015.0,0.19
7834,Armored Core: For Answer,2008.0,0.19
7835,Mahjong: Journey Quest for Tikal,2008.0,0.19
7836,uDraw Studio: Instant Artist,2011.0,0.19
7837,Naruto: Ninja Destiny,2006.0,0.19
7838,GunGriffon,1995.0,0.19
7839,SingStar Pop Vol.2,2008.0,0.19
7840,SNK Arcade Classics Vol. 1,2008.0,0.19
7841,Darkstalkers 3,1998.0,0.19
7842,SpongeBob's Surf & Skate Roadtrip,2011.0,0.19
7843,Frequency,2001.0,0.19
7844,Death Jr.,2005.0,0.19
7845,Cars: Race-O-Rama,2009.0,0.19
7846,Inazuma Eleven Strikers 2012 Xtreme,2011.0,0.19
7847,The Polar Express,2004.0,0.19
7848,2002 FIFA World Cup,2002.0,0.19
7849,Kan Colle Kai,2016.0,0.19
7850,SpongeBob SquigglePants 3D,2011.0,0.19
7851,Jampack: Summer 2003 (RP-T),2003.0,0.19
7852,Need for Speed: Shift 2 Unleashed,2011.0,0.19
7853,Monster 4x4: Stunt Racer,2009.0,0.19
7854,Frogger's Adventures 2: The Lost Wand,2002.0,0.19
7855,Sudeki,2004.0,0.19
7856,Rango: The Video Game,2011.0,0.19
7857,The Amazing Spider-Man (Console Version),2012.0,0.19
7858,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",2009.0,0.19
7859,Hyperdevotion Noire: Goddess Black Heart,2014.0,0.19
7860,Hexen,1996.0,0.19
7861,Mace: The Dark Age,1997.0,0.19
7862,AeroFighters Assault,1997.0,0.19
7863,Puyo Puyo Sun 64,1997.0,0.19
7864,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),1996.0,0.19
7865,Quake,1998.0,0.19
7866,Sesame Street: Elmo's Number Journey,1999.0,0.19
7867,Disney Magic World 2,2015.0,0.19
7868,Squeeballs Party,2009.0,0.19
7869,Tottadoo! Yoiko no Mujintou Seikatsu,2008.0,0.19
7870,Where's Waldo? The Fantastic Journey,2009.0,0.19
7871,Family Game Night 4: The Game Show,2011.0,0.19
7872,Teenage Mutant Ninja Turtles 2: Battle Nexus,2004.0,0.19
7873,Saints Row IV,2013.0,0.19
7874,Fighter Within,2013.0,0.19
7875,Barbie Horse Adventures: Riding Camp,2008.0,0.19
7876,SSX Tricky,2002.0,0.19
7877,Kenka Banchou 4: Ichinen Sensou,2010.0,0.19
7878,Warhammer: Shadow of the Horned Rat,1996.0,0.19
7879,Shadows of the Damned,2011.0,0.19
7880,NBA 2K11,2010.0,0.19
7881,Pro Yakyuu Team o Tsukurou!,2008.0,0.19
7882,Warriors: Legends of Troy,2011.0,0.19
7883,Jeopardy!,2010.0,0.19
7884,ESPN International Track & Field,2000.0,0.19
7885,Lunar Legend,2002.0,0.19
7886,Conflict: Global Terror,2005.0,0.19
7887,Valhalla Knights 3,2013.0,0.19
7888,Tamagotchi Party On!,2006.0,0.19
7889,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,2006.0,0.19
7890,Brunswick Pro Bowling,2010.0,0.19
7891,Shaun White Skateboarding,2010.0,0.19
7892,Hulk,2003.0,0.19
7893,The Heavy Rain and Beyond: Two Souls Collection,2016.0,0.19
7894,Cabela's Survival: Shadows of Katmai,2011.0,0.19
7895,Shaun White Skateboarding,2010.0,0.19
7896,Boogie,2007.0,0.19
7897,Gungrave,2002.0,0.19
7898,Phantasy Star Universe,2006.0,0.19
7899,Transworld Surf,2002.0,0.19
7900,God Eater Resurrection,2015.0,0.19
7901,Tenchu: Fatal Shadows,2004.0,0.19
7902,Active Health with Carol Vorderman,2009.0,0.19
7903,Escape The Museum,2010.0,0.19
7904,The Legend of Spyro: A New Beginning,2006.0,0.19
7905,International Soccer,1981.0,0.19
7906,Sing4: The Hits Edition,2011.0,0.19
7907,Jewel Master: Cradle of Athena,2010.0,0.19
7908,Princess Maker: Yumemiru Yosei,1997.0,0.19
7909,Pet Zombies,,0.19
7910,Big Air,1999.0,0.19
7911,Shining Force II,1993.0,0.19
7912,Gallop Racer,1999.0,0.19
7913,Harry Potter and the Prisoner of Azkaban,2004.0,0.19
7914,NASCAR Unleashed,2011.0,0.19
7915,3rd Super Robot Wars Z Jigoku Hen,2014.0,0.19
7916,Sudoku Gridmaster (JP sales),2006.0,0.19
7917,Dynasty Warriors Gundam,2007.0,0.19
7918,Taiko no Tatsujin: Wii U Version!,2013.0,0.19
7919,Monsters vs. Aliens,2009.0,0.19
7920,CSI: Fatal Conspiracy,2010.0,0.19
7921,College Slam,1995.0,0.19
7922,Arcania: Gothic 4,2010.0,0.19
7923,Mushroom Men: The Spore Wars,2008.0,0.19
7924,Zumba Fitness Rush,2012.0,0.19
7925,Pro Yaky? Spirits 4,2007.0,0.19
7926,Pictionary,2010.0,0.19
7927,SoulCalibur Legends,2007.0,0.19
7928,Daigasso! Band Brothers,2004.0,0.19
7929,Rise of the Kasai,2005.0,0.19
7930,Thoroughbred Breeder,1993.0,0.19
7931,F1 2011,2011.0,0.19
7932,Momotarou Dentetsu World,2010.0,0.19
7933,Nobunaga no Yabou: Souzou,2013.0,0.19
7934,Doctor Who: Return to Earth,2010.0,0.19
7935,The Munchables,2009.0,0.19
7936,We Dance,2011.0,0.19
7937,Chibi-Robo! Park Patrol,2007.0,0.19
7938,Bolt,2008.0,0.19
7939,Singstar: Ultimate Party,2014.0,0.19
7940,Mathews Bowhunting,2010.0,0.19
7941,3rd Super Robot Wars Z: Tengoku-Hen,2015.0,0.19
7942,One Piece: Unlimited Adventure,2007.0,0.19
7943,Remington Super Slam Hunting: North America,2010.0,0.19
7944,Crash & Spyro Superpack,2005.0,0.19
7945,Earth Defense Force: Insect Armageddon,2011.0,0.19
7946,Face Training,2007.0,0.19
7947,Star Trek: Legacy,,0.19
7948,ThunderStrike 2,1994.0,0.19
7949,Disney's Meet the Robinsons,2007.0,0.19
7950,Call of Duty: World at War,2008.0,0.19
7951,Pro Yaky? Spirits 2012,2012.0,0.19
7952,Kuma-Tomo,2013.0,0.19
7953,Super Real Mahjong P V,1995.0,0.19
7954,Thomas the Tank Engine & Friends,2004.0,0.19
7955,Grand Slam Tennis 2,2012.0,0.19
7956,Penguin no Mondai X: Tenkuu no 7 Senshi,2009.0,0.19
7957,The Scorpion King: Sword of Osiris,2002.0,0.19
7958,Bubsy 3D,1996.0,0.19
7959,Reel Fishing Paradise 3D,2011.0,0.19
7960,NCAA Final Four 2001,2000.0,0.19
7961,Farmtopia,2010.0,0.19
7962,Robin Hood: Defender of the Crown,2003.0,0.19
7963,SD Gundam GX,1994.0,0.19
7964,R-Type Final,2003.0,0.19
7965,Jackie Chan Adventures: Legend of the Dark Hand,2001.0,0.19
7966,MotoGP,2009.0,0.19
7967,Sega GT 2002,2002.0,0.19
7968,Ty the Tasmanian Tiger 3: Night of the Quinkan,2005.0,0.19
7969,WWE SmackDown vs. Raw 2009,2008.0,0.19
7970,Pro Evolution Soccer 2014,2013.0,0.19
7971,Samurai Warriors 2: Empires,2006.0,0.19
7972,Blood Omen 2,2002.0,0.19
7973,Jurassic: The Hunted,2009.0,0.19
7974,J-League Pro Soccer Club o Tsukurou! 5,2007.0,0.19
7975,Harry Potter: Quidditch World Cup,2003.0,0.19
7976,Dance Central: Spotlight,2014.0,0.19
7977,Little Battlers eXperience W,2012.0,0.19
7978,Magical Starsign (US sales),2006.0,0.19
7979,Tekken Tag Tournament 2,2012.0,0.19
7980,Hot Wheels: Battle Force 5,2009.0,0.19
7981,Dragon Blade: Wrath of Fire,2007.0,0.19
7982,La Pucelle: Tactics,2002.0,0.19
7983,Phantasy Star Nova,2014.0,0.19
7984,SBK X: Superbike World Championship,2010.0,0.19
7985,Samurai Warriors: State of War,2005.0,0.19
7986,Tiger Woods PGA Tour 07,2006.0,0.19
7987,Call of Juarez,2007.0,0.19
7988,Star Wars: The Clone Wars & Tetris Worlds,2002.0,0.19
7989,The Bee Game,2007.0,0.19
7990,EverQuest Online Adventures: Frontiers,2003.0,0.19
7991,Cabela's Survival: Shadows of Katmai,2011.0,0.19
7992,NBA Ballers: Chosen One,2008.0,0.19
7993,WWE All Stars,2011.0,0.19
7994,Treasures of the Deep,1997.0,0.19
7995,Phantasy Star Online Ver. 2,2001.0,0.19
7996,EyePet & Friends,2011.0,0.19
7997,The Lord of the Rings: War in the North,2011.0,0.18
7998,Major League Baseball 2K10,2010.0,0.18
7999,Fight Club,2004.0,0.18
8000,Hello Kitty: Birthday Adventures,2010.0,0.18
8001,Syndicate,2012.0,0.18
8002,Dance Dance Revolution: Disney Grooves,2009.0,0.18
8003,Pure Futbol,2010.0,0.18
8004,Harvest Moon: A Wonderful Life Special Edition,2004.0,0.18
8005,Sports Illustrated for Kids: Football,2003.0,0.18
8006,The Last Airbender,2010.0,0.18
8007,Happy Cooking,2006.0,0.18
8008,.hack//Quarantine Part 4: The Final Chapter,2003.0,0.18
8009,Close Combat: First to Fight,2005.0,0.18
8010,MotoGP 14,2014.0,0.18
8011,Indiana Jones and the Emperor's Tomb,2003.0,0.18
8012,NBA Live 08,2007.0,0.18
8013,Buffy the Vampire Slayer: Chaos Bleeds,2003.0,0.18
8014,Half-Minute Hero,2009.0,0.18
8015,Rock Band Track Pack Volume 2,2008.0,0.18
8016,Reel Fishing II,2000.0,0.18
8017,Ringling Bros. and Barnum & Bailey Circus,2009.0,0.18
8018,The Walking Dead: Season One,2013.0,0.18
8019,Ty the Tasmanian Tiger,2002.0,0.18
8020,Dead or Alive,1997.0,0.18
8021,Driving Emotion Type-S,2000.0,0.18
8022,Siren,2003.0,0.18
8023,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005.0,0.18
8024,NARC,2005.0,0.18
8025,Naruto Shippuden: Dragon Blade Chronicles,2009.0,0.18
8026,Dynasty Warriors 8: Empires,2014.0,0.18
8027,Super Robot Taisen J,2005.0,0.18
8028,Evolve,2015.0,0.18
